GAME START
PLAYER_ONE,HEALER,HEALER,BOWMAN,BOWMAN,ARCHMAGE,SWORDSMAN
PLAYER_TWO,BOWMAN,ARCHMAGE,HEALER,BOWMAN,MAGE,HEALER
PLAYER_TWO,HEALER,ARCHMAGE,MAGE,HEALER,SWORDSMAN,BOWMAN
PLAYER_ONE,1,0,PLAYER_TWO,0,1,RANGE_COMBAT,BOWMAN,70,MAGE,47,23
PLAYER_TWO,0,2,PLAYER_ONE,1,1,AREA_DAMAGE,MAGE,70,MAGE,70,0
PLAYER_ONE,0,2,PLAYER_TWO,1,2,RANGE_COMBAT,BOWMAN,70,BOWMAN,50,20
PLAYER_TWO,0,0,PLAYER_TWO,0,0,HEALING,HEALER,60,HEALER,60,0
PLAYER_ONE,1,2,PLAYER_TWO,1,1,AREA_DAMAGE,MAGE,70,SWORDSMAN,89,11
PLAYER_TWO,1,0,PLAYER_TWO,1,2,HEALING,HEALER,47,BOWMAN,70,32
PLAYER_ONE,1,1,PLAYER_TWO,1,1,AREA_DAMAGE,MAGE,70,SWORDSMAN,78,11
PLAYER_ONE,0,1,PLAYER_TWO,1,2,AREA_DAMAGE,MAGE,70,BOWMAN,46,12
PLAYER_TWO,0,1,PLAYER_ONE,1,2,AREA_DAMAGE,MAGE,5,MAGE,47,23
PLAYER_ONE,0,0,PLAYER_TWO,1,0,AREA_DAMAGE,MAGE,47,HEALER,8,13
PLAYER_TWO,1,2,PLAYER_ONE,1,0,RANGE_COMBAT,BOWMAN,34,BOWMAN,30,20
PLAYER_ONE,1,2,PLAYER_TWO,1,0,AREA_DAMAGE,MAGE,47,HEALER,-5,13
PLAYER_TWO,0,2,PLAYER_ONE,0,0,RANGE_COMBAT,BOWMAN,22,MAGE,24,23
PLAYER_ONE,1,1,PLAYER_TWO,0,1,AREA_DAMAGE,MAGE,47,SWORDSMAN,46,8
PLAYER_ONE,0,2,PLAYER_TWO,0,1,RANGE_COMBAT,BOWMAN,50,SWORDSMAN,46,0
PLAYER_ONE,1,0,PLAYER_TWO,0,2,RANGE_COMBAT,BOWMAN,30,BOWMAN,-10,20
PLAYER_ONE,0,0,PLAYER_TWO,0,1,AREA_DAMAGE,MAGE,24,SWORDSMAN,38,8
PLAYER_ONE,0,1,PLAYER_TWO,0,1,AREA_DAMAGE,MAGE,47,SWORDSMAN,30,8
PLAYER_TWO,0,1,PLAYER_ONE,0,0,CLOSE_COMBAT,SWORDSMAN,30,MAGE,-3,27
PLAYER_ONE,0,1,PLAYER_TWO,0,1,AREA_DAMAGE,MAGE,47,SWORDSMAN,19,11
PLAYER_ONE,1,2,PLAYER_TWO,0,1,AREA_DAMAGE,MAGE,47,SWORDSMAN,8,11
PLAYER_ONE,0,2,PLAYER_TWO,0,1,RANGE_COMBAT,BOWMAN,50,SWORDSMAN,-10,18

3,PLAYER_ONE
GAME OVER
GAME START
PLAYER_ONE,HEALER,MAGE,MAGE,SNIPER,HEALER,MAGE
PLAYER_TWO,MAGE,BOWMAN,SWORDSMAN,COMMANDER,HEALER,SWORDSMAN
PLAYER_ONE,0,1,PLAYER_TWO,0,0,AREA_DAMAGE,MAGE,70,MAGE,58,12
PLAYER_TWO,0,0,PLAYER_ONE,0,2,AREA_DAMAGE,MAGE,58,MAGE,56,14
PLAYER_ONE,0,2,PLAYER_TWO,0,0,AREA_DAMAGE,MAGE,56,MAGE,46,12
PLAYER_TWO,1,1,PLAYER_TWO,1,2,HEALING,HEALER,36,SWORDSMAN,100,18
PLAYER_ONE,1,0,PLAYER_TWO,1,1,RANGE_COMBAT,BOWMAN,58,HEALER,17,19
PLAYER_ONE,1,1,PLAYER_ONE,1,1,HEALING,HEALER,60,HEALER,60,13
PLAYER_TWO,0,1,PLAYER_ONE,0,0,RANGE_COMBAT,BOWMAN,48,HEALER,25,22
PLAYER_ONE,0,0,PLAYER_ONE,0,0,HEALING,HEALER,55,HEALER,55,30
PLAYER_ONE,1,2,PLAYER_TWO,1,2,AREA_DAMAGE,MAGE,56,SWORDSMAN,94,6
PLAYER_TWO,1,1,PLAYER_TWO,0,1,HEALING,HEALER,5,BOWMAN,67,30
PLAYER_ONE,0,2,PLAYER_TWO,1,2,AREA_DAMAGE,MAGE,56,SWORDSMAN,94,0
PLAYER_ONE,1,0,PLAYER_TWO,0,1,RANGE_COMBAT,BOWMAN,58,BOWMAN,49,18
PLAYER_TWO,0,1,PLAYER_ONE,1,2,RANGE_COMBAT,BOWMAN,49,MAGE,33,23
PLAYER_ONE,1,2,PLAYER_TWO,0,0,AREA_DAMAGE,MAGE,33,MAGE,22,12
PLAYER_TWO,0,0,PLAYER_ONE,0,1,AREA_DAMAGE,MAGE,22,MAGE,42,14
PLAYER_ONE,1,1,PLAYER_ONE,0,2,HEALING,HEALER,47,MAGE,70,28
PLAYER_ONE,0,1,PLAYER_TWO,1,0,AREA_DAMAGE,MAGE,42,SWORDSMAN,70,0
PLAYER_TWO,0,2,PLAYER_ONE,0,1,CLOSE_COMBAT,SWORDSMAN,64,MAGE,15,27
PLAYER_ONE,0,0,PLAYER_ONE,0,1,HEALING,HEALER,42,MAGE,45,30
PLAYER_TWO,0,0,PLAYER_ONE,0,1,AREA_DAMAGE,MAGE,22,MAGE,31,14
PLAYER_ONE,1,1,PLAYER_ONE,0,1,HEALING,HEALER,34,MAGE,61,30
PLAYER_TWO,0,1,PLAYER_ONE,0,0,RANGE_COMBAT,BOWMAN,38,HEALER,7,22
PLAYER_ONE,0,1,PLAYER_TWO,0,1,AREA_DAMAGE,MAGE,61,BOWMAN,27,11
PLAYER_TWO,0,2,PLAYER_ONE,0,2,CLOSE_COMBAT,SWORDSMAN,55,MAGE,29,27
PLAYER_ONE,1,0,PLAYER_TWO,1,2,RANGE_COMBAT,BOWMAN,34,SWORDSMAN,61,15
PLAYER_ONE,0,2,PLAYER_TWO,0,0,AREA_DAMAGE,MAGE,29,MAGE,-2,12
PLAYER_ONE,0,0,PLAYER_ONE,0,0,HEALING,HEALER,37,HEALER,37,30
PLAYER_ONE,1,2,PLAYER_TWO,1,0,AREA_DAMAGE,MAGE,5,SWORDSMAN,49,6
PLAYER_TWO,0,1,PLAYER_ONE,1,1,RANGE_COMBAT,BOWMAN,5,HEALER,12,22
PLAYER_ONE,1,1,PLAYER_ONE,1,1,HEALING,HEALER,42,HEALER,42,30
PLAYER_ONE,1,2,PLAYER_TWO,1,2,AREA_DAMAGE,MAGE,5,SWORDSMAN,37,9
PLAYER_ONE,0,0,PLAYER_ONE,0,0,HEALING,HEALER,60,HEALER,60,23
PLAYER_TWO,0,2,PLAYER_ONE,0,1,CLOSE_COMBAT,SWORDSMAN,28,MAGE,34,27
PLAYER_ONE,0,2,PLAYER_TWO,1,0,AREA_DAMAGE,MAGE,29,SWORDSMAN,37,6
PLAYER_ONE,0,1,PLAYER_TWO,1,0,AREA_DAMAGE,MAGE,34,SWORDSMAN,31,6
PLAYER_ONE,1,0,PLAYER_TWO,0,2,RANGE_COMBAT,BOWMAN,34,SWORDSMAN,25,15
PLAYER_TWO,0,2,PLAYER_ONE,0,1,CLOSE_COMBAT,SWORDSMAN,25,MAGE,7,27
PLAYER_ONE,0,2,PLAYER_TWO,0,0,AREA_DAMAGE,MAGE,29,SWORDSMAN,22,9
PLAYER_TWO,0,0,PLAYER_ONE,0,1,CLOSE_COMBAT,SWORDSMAN,22,MAGE,-20,27
PLAYER_ONE,1,1,PLAYER_ONE,0,2,HEALING,HEALER,42,MAGE,59,30
PLAYER_ONE,1,0,PLAYER_TWO,0,2,RANGE_COMBAT,BOWMAN,34,SWORDSMAN,1,15
PLAYER_ONE,1,2,PLAYER_TWO,0,0,AREA_DAMAGE,MAGE,5,SWORDSMAN,13,9
PLAYER_ONE,0,0,PLAYER_ONE,1,0,HEALING,HEALER,60,BOWMAN,64,30
PLAYER_TWO,0,0,PLAYER_ONE,0,2,CLOSE_COMBAT,SWORDSMAN,13,MAGE,32,27
PLAYER_ONE,0,2,PLAYER_TWO,0,0,AREA_DAMAGE,MAGE,32,SWORDSMAN,4,9
PLAYER_ONE,1,2,PLAYER_TWO,0,0,AREA_DAMAGE,MAGE,5,SWORDSMAN,-5,9

6,PLAYER_ONE
GAME OVER
ERROR STRING!!!!!!!!!!!!!!!!
GAME START
PLAYER_ONE,HEALER,HEALER,BOWMAN,BOWMAN,ARCHMAGE,SWORDSMAN
PLAYER_TWO,BOWMAN,ARCHMAGE,HEALER,BOWMAN,MAGE,HEALER
PLAYER_ONE,0,1,PLAYER_ONE,0,0,HEALING,HEALER,60,HEALER,60,0
PLAYER_TWO,0,0,PLAYER_ONE,0,0,RANGE_COMBAT,BOWMAN,70,HEALER,60,0
PLAYER_ONE,0,2,PLAYER_TWO,0,0,RANGE_COMBAT,BOWMAN,70,BOWMAN,70,0
PLAYER_TWO,1,0,PLAYER_ONE,1,0,RANGE_COMBAT,BOWMAN,70,BOWMAN,42,28
PLAYER_TWO,0,1,PLAYER_ONE,0,0,AREA_DAMAGE,MAGE,70,HEALER,38,22
PLAYER_ONE,1,1,PLAYER_TWO,1,1,AREA_DAMAGE,MAGE,47,MAGE,47,23
PLAYER_TWO,1,1,PLAYER_ONE,0,0,AREA_DAMAGE,MAGE,47,HEALER,16,22
PLAYER_ONE,0,0,PLAYER_ONE,1,1,HEALING,HEALER,16,MAGE,64,40
PLAYER_TWO,1,2,PLAYER_TWO,1,2,HEALING,HEALER,60,HEALER,60,22
PLAYER_ONE,1,0,PLAYER_TWO,1,2,RANGE_COMBAT,BOWMAN,2,HEALER,30,30
PLAYER_TWO,0,2,PLAYER_TWO,0,0,HEALING,HEALER,38,BOWMAN,70,20
PLAYER_TWO,0,0,PLAYER_ONE,1,2,RANGE_COMBAT,BOWMAN,70,SWORDSMAN,49,25
PLAYER_ONE,1,1,PLAYER_TWO,0,0,AREA_DAMAGE,MAGE,64,BOWMAN,50,20
PLAYER_TWO,1,2,PLAYER_TWO,0,0,HEALING,HEALER,8,BOWMAN,70,20
PLAYER_ONE,0,2,PLAYER_TWO,0,2,RANGE_COMBAT,BOWMAN,30,HEALER,16,0
PLAYER_TWO,0,2,PLAYER_TWO,0,1,HEALING,HEALER,16,MAGE,64,40
PLAYER_ONE,0,1,PLAYER_ONE,1,1,HEALING,HEALER,16,MAGE,70,6
PLAYER_TWO,0,1,PLAYER_ONE,1,1,AREA_DAMAGE,MAGE,64,MAGE,47,23
PLAYER_TWO,1,0,PLAYER_ONE,1,1,RANGE_COMBAT,BOWMAN,30,MAGE,15,32
PLAYER_TWO,1,1,PLAYER_ONE,0,2,AREA_DAMAGE,MAGE,24,SWORDSMAN,18,8
PLAYER_TWO,0,1,PLAYER_ONE,0,2,AREA_DAMAGE,MAGE,64,SWORDSMAN,0,18

3,PLAYER_TWO
GAME OVER
