PLAYER_TWO,0,2,PLAYER_ONE,0,2,RANGE_COMBAT,BOWMAN,50,BOWMAN,38,20,
PLAYER_TWO,1,0,PLAYER_TWO,0,1,HEALING,HEALER,8,SWORDSMAN,84,30,PLAYER_ONE,1,2,PLAYER_TWO,1,2,RANGE_COMBAT,BOWMAN,58,BOWMAN,42,28,
PLAYER_TWO,0,2,PLAYER_ONE,0,1,RANGE_COMBAT,BOWMAN,50,SWORDSMAN,50,18,
PLAYER_ONE,0,1,PLAYER_TWO,0,2,CLOSE_COMBAT,SWORDSMAN,50,BOWMAN,18,32,
PLAYER_TWO,1,2,PLAYER_ONE,1,1,RANGE_COMBAT,BOWMAN,42,MAGE,33,23,
PLAYER_ONE,0,2,PLAYER_TWO,1,1,RANGE_COMBAT,BOWMAN,38,HEALER,-22,30,
PLAYER_TWO,0,0,PLAYER_ONE,0,1,AREA_DAMAGE,MAGE,70,MAGE,42,14,MAGE,70,SWORDSMAN,39,11,MAGE,70,BOWMAN,26,12,MAGE,70,MAGE,19,14,MAGE,70,MAGE,19,14,MAGE,70,BOWMAN,46,12,
PLAYER_ONE,0,0,PLAYER_TWO,0,0,AREA_DAMAGE,MAGE,42,MAGE,47,23,MAGE,42,SWORDSMAN,66,18,MAGE,42,BOWMAN,-2,20,MAGE,42,HEALER,-14,22,MAGE,42,HEALER,-44,22,MAGE,42,BOWMAN,22,20,
PLAYER_TWO,0,1,PLAYER_ONE,0,2,CLOSE_COMBAT,SWORDSMAN,66,BOWMAN,2,24,
PLAYER_ONE,1,0,PLAYER_TWO,0,1,AREA_DAMAGE,MAGE,19,MAGE,24,23,MAGE,19,SWORDSMAN,48,18,MAGE,19,BOWMAN,-22,20,MAGE,19,HEALER,-36,22,MAGE,19,HEALER,-66,22,MAGE,19,BOWMAN,2,20,
PLAYER_ONE,1,1,PLAYER_TWO,1,2,AREA_DAMAGE,MAGE,19,MAGE,1,23,MAGE,19,SWORDSMAN,30,18,MAGE,19,BOWMAN,-42,20,MAGE,19,HEALER,-58,22,MAGE,19,HEALER,-88,22,MAGE,19,BOWMAN,-18,20,
PLAYER_TWO,0,0,PLAYER_ONE,0,0,AREA_DAMAGE,MAGE,1,MAGE,28,14,MAGE,1,SWORDSMAN,28,11,MAGE,1,BOWMAN,-10,12,MAGE,1,MAGE,5,14,MAGE,1,MAGE,5,14,MAGE,1,BOWMAN,34,12,
PLAYER_ONE,0,1,PLAYER_TWO,0,1,CLOSE_COMBAT,SWORDSMAN,28,SWORDSMAN,2,28,
PLAYER_TWO,0,1,PLAYER_ONE,0,1,CLOSE_COMBAT,SWORDSMAN,2,SWORDSMAN,7,21,
PLAYER_ONE,0,0,PLAYER_TWO,0,0,AREA_DAMAGE,MAGE,28,MAGE,-22,23,MAGE,28,SWORDSMAN,-16,18,MAGE,28,BOWMAN,-62,20,MAGE,28,HEALER,-80,22,MAGE,28,HEALER,-110,22,MAGE,28,BOWMAN,-38,20,

3,PLAYER_ONE
GAME OVER
GAME START
PLAYER_ONE,BOWMAN,SWORDSMAN,COMMANDER,HEALER,MAGE,HEALER,
PLAYER_TWO,MAGE,MAGE,COMMANDER,HEALER,HEALER,BOWMAN,
PLAYER_ONE,0,0,PLAYER_TWO,0,1,RANGE_COMBAT,BOWMAN,70,MAGE,50,20,
PLAYER_TWO,0,1,PLAYER_ONE,1,0,AREA_DAMAGE,MAGE,50,BOWMAN,59,11,MAGE,50,SWORDSMAN,91,9,MAGE,50,SWORDSMAN,91,9,MAGE,50,HEALER,48,12,MAGE,50,MAGE,58,12,MAGE,50,HEALER,48,12,
PLAYER_ONE,1,1,PLAYER_TWO,1,1,AREA_DAMAGE,MAGE,58,MAGE,58,12,MAGE,58,MAGE,38,12,MAGE,58,SWORDSMAN,91,9,MAGE,58,HEALER,48,12,MAGE,58,HEALER,48,12,MAGE,58,BOWMAN,59,11,
PLAYER_TWO,0,0,PLAYER_ONE,1,0,AREA_DAMAGE,MAGE,58,BOWMAN,48,11,MAGE,58,SWORDSMAN,82,9,MAGE,58,SWORDSMAN,82,9,MAGE,58,HEALER,36,12,MAGE,58,MAGE,46,12,MAGE,58,HEALER,36,12,
PLAYER_ONE,0,2,PLAYER_TWO,0,2,CLOSE_COMBAT,SWORDSMAN,82,SWORDSMAN,73,18,
PLAYER_TWO,1,0,PLAYER_TWO,0,1,HEALING,HEALER,48,MAGE,68,30,
PLAYER_ONE,1,2,PLAYER_ONE,0,0,HEALING,HEALER,36,BOWMAN,70,22,
PLAYER_TWO,1,1,PLAYER_TWO,1,0,HEALING,HEALER,48,HEALER,60,12,
PLAYER_ONE,1,0,PLAYER_ONE,0,1,HEALING,HEALER,36,SWORDSMAN,100,18,
PLAYER_TWO,1,2,PLAYER_ONE,1,2,RANGE_COMBAT,BOWMAN,59,HEALER,17,19,
PLAYER_ONE,0,1,PLAYER_TWO,0,1,CLOSE_COMBAT,SWORDSMAN,100,MAGE,68,0,
PLAYER_TWO,0,2,PLAYER_ONE,0,1,CLOSE_COMBAT,SWORDSMAN,73,SWORDSMAN,82,18,
PLAYER_TWO,0,2,PLAYER_ONE,0,1,CLOSE_COMBAT,SWORDSMAN,73,SWORDSMAN,61,21,
PLAYER_ONE,1,0,PLAYER_ONE,0,2,HEALING,HEALER,36,SWORDSMAN,100,18,
PLAYER_TWO,1,2,PLAYER_ONE,0,1,RANGE_COMBAT,BOWMAN,59,SWORDSMAN,43,18,
PLAYER_ONE,1,1,PLAYER_TWO,1,1,AREA_DAMAGE,MAGE,46,MAGE,44,14,MAGE,46,MAGE,54,14,MAGE,46,SWORDSMAN,62,11,MAGE,46,HEALER,47,13,MAGE,46,HEALER,35,13,MAGE,46,BOWMAN,47,12,
PLAYER_TWO,0,0,PLAYER_ONE,0,0,AREA_DAMAGE,MAGE,44,BOWMAN,58,12,MAGE,44,SWORDSMAN,32,11,MAGE,44,SWORDSMAN,89,11,MAGE,44,HEALER,23,13,MAGE,44,MAGE,32,14,MAGE,44,HEALER,4,13,
PLAYER_ONE,0,1,PLAYER_TWO,0,2,CLOSE_COMBAT,SWORDSMAN,32,SWORDSMAN,41,21,
PLAYER_TWO,1,0,PLAYER_TWO,1,0,HEALING,HEALER,60,HEALER,60,13,
PLAYER_ONE,1,2,PLAYER_ONE,0,1,HEALING,HEALER,4,SWORDSMAN,62,30,
PLAYER_TWO,0,1,PLAYER_ONE,0,1,AREA_DAMAGE,MAGE,54,BOWMAN,46,12,MAGE,54,SWORDSMAN,51,11,MAGE,54,SWORDSMAN,78,11,MAGE,54,HEALER,10,13,MAGE,54,MAGE,18,14,MAGE,54,HEALER,-9,13,
PLAYER_ONE,0,0,PLAYER_TWO,0,1,RANGE_COMBAT,BOWMAN,46,MAGE,31,23,
PLAYER_TWO,1,1,PLAYER_TWO,0,1,HEALING,HEALER,35,MAGE,61,30,
PLAYER_ONE,0,2,PLAYER_TWO,0,1,CLOSE_COMBAT,SWORDSMAN,78,MAGE,34,27,
PLAYER_TWO,1,2,PLAYER_ONE,0,1,RANGE_COMBAT,BOWMAN,47,SWORDSMAN,51,0,
PLAYER_ONE,0,0,PLAYER_TWO,0,1,RANGE_COMBAT,BOWMAN,46,MAGE,11,23,
PLAYER_TWO,1,1,PLAYER_TWO,1,1,HEALING,HEALER,60,HEALER,60,25,
PLAYER_ONE,1,0,PLAYER_ONE,0,1,HEALING,HEALER,10,SWORDSMAN,81,30,
PLAYER_TWO,0,0,PLAYER_ONE,0,1,AREA_DAMAGE,MAGE,44,BOWMAN,34,12,MAGE,44,SWORDSMAN,70,11,MAGE,44,SWORDSMAN,67,11,MAGE,44,HEALER,-3,13,MAGE,44,MAGE,4,14,MAGE,44,HEALER,-22,13,
PLAYER_ONE,0,2,PLAYER_TWO,0,1,CLOSE_COMBAT,SWORDSMAN,67,MAGE,-16,27,
PLAYER_TWO,0,2,PLAYER_ONE,0,2,CLOSE_COMBAT,SWORDSMAN,41,SWORDSMAN,46,21,
PLAYER_ONE,1,1,PLAYER_TWO,1,0,AREA_DAMAGE,MAGE,4,MAGE,30,14,MAGE,4,MAGE,-30,14,MAGE,4,SWORDSMAN,30,11,MAGE,4,HEALER,47,13,MAGE,4,HEALER,47,13,MAGE,4,BOWMAN,35,12,
PLAYER_TWO,1,0,PLAYER_TWO,1,2,HEALING,HEALER,47,BOWMAN,65,30,
PLAYER_ONE,0,1,PLAYER_TWO,0,0,CLOSE_COMBAT,SWORDSMAN,70,MAGE,3,27,
PLAYER_TWO,1,2,PLAYER_ONE,0,0,RANGE_COMBAT,BOWMAN,65,BOWMAN,14,20,
PLAYER_ONE,0,1,PLAYER_TWO,0,2,CLOSE_COMBAT,SWORDSMAN,70,SWORDSMAN,30,0,
PLAYER_TWO,1,1,PLAYER_TWO,0,0,HEALING,HEALER,47,MAGE,33,30,
PLAYER_ONE,1,1,PLAYER_TWO,1,2,AREA_DAMAGE,MAGE,4,MAGE,19,14,MAGE,4,MAGE,-44,14,MAGE,4,SWORDSMAN,19,11,MAGE,4,HEALER,34,13,MAGE,4,HEALER,34,13,MAGE,4,BOWMAN,53,12,
PLAYER_TWO,1,0,PLAYER_TWO,1,0,HEALING,HEALER,60,HEALER,60,26,
PLAYER_ONE,0,2,PLAYER_TWO,0,2,CLOSE_COMBAT,SWORDSMAN,46,SWORDSMAN,-2,21,
PLAYER_TWO,0,0,PLAYER_ONE,1,1,AREA_DAMAGE,MAGE,19,BOWMAN,2,12,MAGE,19,SWORDSMAN,59,11,MAGE,19,SWORDSMAN,35,11,MAGE,19,HEALER,-16,13,MAGE,19,MAGE,-10,14,MAGE,19,HEALER,-35,13,
PLAYER_ONE,0,0,PLAYER_TWO,0,0,RANGE_COMBAT,BOWMAN,2,MAGE,19,0,
PLAYER_TWO,1,0,PLAYER_TWO,1,0,HEALING,HEALER,60,HEALER,60,0,
PLAYER_ONE,0,2,PLAYER_TWO,0,0,CLOSE_COMBAT,SWORDSMAN,35,SWORDSMAN,35,50,
PLAYER_TWO,1,1,PLAYER_TWO,0,0,HEALING,HEALER,34,MAGE,49,30,
PLAYER_ONE,0,0,PLAYER_TWO,1,0,RANGE_COMBAT,BOWMAN,2,HEALER,60,0,
PLAYER_TWO,0,0,PLAYER_ONE,0,2,AREA_DAMAGE,MAGE,49,BOWMAN,-10,12,MAGE,49,SWORDSMAN,48,11,MAGE,49,SWORDSMAN,27,8,MAGE,49,HEALER,-29,13,MAGE,49,MAGE,-24,14,MAGE,49,HEALER,-48,13,
PLAYER_ONE,0,1,PLAYER_TWO,1,2,CLOSE_COMBAT,SWORDSMAN,48,SWORDSMAN,48,50,
PLAYER_TWO,1,2,PLAYER_ONE,0,2,RANGE_COMBAT,BOWMAN,53,SWORDSMAN,27,0,
PLAYER_TWO,0,0,PLAYER_ONE,0,1,AREA_DAMAGE,MAGE,49,BOWMAN,-22,12,MAGE,49,SWORDSMAN,37,11,MAGE,49,SWORDSMAN,16,11,MAGE,49,HEALER,-42,13,MAGE,49,MAGE,-38,14,MAGE,49,HEALER,-61,13,
PLAYER_ONE,0,2,PLAYER_TWO,1,0,CLOSE_COMBAT,SWORDSMAN,16,SWORDSMAN,16,50,
PLAYER_TWO,1,1,PLAYER_TWO,0,0,HEALING,HEALER,34,MAGE,70,21,
PLAYER_ONE,0,1,PLAYER_TWO,0,0,CLOSE_COMBAT,SWORDSMAN,37,MAGE,43,27,
PLAYER_TWO,1,2,PLAYER_ONE,0,1,RANGE_COMBAT,BOWMAN,53,SWORDSMAN,19,18,
PLAYER_TWO,1,0,PLAYER_TWO,0,0,HEALING,HEALER,60,MAGE,70,27,
PLAYER_TWO,0,0,PLAYER_ONE,0,2,AREA_DAMAGE,MAGE,70,BOWMAN,-34,12,MAGE,70,SWORDSMAN,8,11,MAGE,70,SWORDSMAN,5,11,MAGE,70,HEALER,-55,13,MAGE,70,MAGE,-52,14,MAGE,70,HEALER,-74,13,
PLAYER_ONE,0,1,PLAYER_TWO,0,0,CLOSE_COMBAT,SWORDSMAN,8,MAGE,43,27,
PLAYER_TWO,1,0,PLAYER_TWO,1,2,HEALING,HEALER,60,BOWMAN,70,17,
PLAYER_ONE,0,2,PLAYER_TWO,0,0,CLOSE_COMBAT,SWORDSMAN,5,SWORDSMAN,5,50,
PLAYER_TWO,1,1,PLAYER_TWO,1,1,HEALING,HEALER,60,HEALER,60,26,
PLAYER_TWO,1,2,PLAYER_ONE,0,2,RANGE_COMBAT,BOWMAN,70,SWORDSMAN,-8,13,
PLAYER_TWO,1,1,PLAYER_TWO,1,2,HEALING,HEALER,60,BOWMAN,70,0,
PLAYER_ONE,0,1,PLAYER_TWO,0,0,CLOSE_COMBAT,SWORDSMAN,8,MAGE,16,27,
PLAYER_TWO,1,0,PLAYER_TWO,1,0,HEALING,HEALER,60,HEALER,60,0,
PLAYER_TWO,1,2,PLAYER_ONE,0,1,RANGE_COMBAT,BOWMAN,70,SWORDSMAN,-10,18,

8,PLAYER_TWO
GAME OVER
